session_id,timestamp,user_id,original_language,target_language,speech_duration_sec,speech_speed_wpm,audio_clarity,visual_scene_type,lighting_condition,object_detected,translated_text_length_words,translation_accuracy_percent
733,2025-02-01 06:00:45,7484,English,French,17.29,137.54,Moderate,Indoor,Bright,None,46,90.81
734,2025-04-29 19:49:53,4063,Igbo,Arabic,16.34,92.02,Clear,Street,Dim,Obstacle,10,77.42
735,2025-04-20 14:49:42,2893,English,Yoruba,7.31,114.18,Clear,Outdoor,Dim,Text,11,73.92
736,2025-05-22 06:50:24,7842,French,Yoruba,8.06,80.14,Noisy,Classroom,Artificial,None,47,86.52
737,2025-05-07 23:02:38,5460,Yoruba,English,11.42,167.93,Noisy,Classroom,Artificial,Obstacle,13,81.88
738,2025-01-20 09:14:17,2823,French,Hausa,16.77,140.61,Noisy,Indoor,Dim,Obstacle,12,68.28
739,2025-04-28 17:05:01,3773,Arabic,Igbo,3.89,169.95,Noisy,Outdoor,Natural,Person,33,69.13
740,2025-06-27 10:20:04,7180,Igbo,English,5.69,128.41,Noisy,Indoor,Bright,Text,19,62.39
741,2025-06-18 18:12:34,9895,French,Igbo,13.76,138.22,Noisy,Outdoor,Bright,Text,44,97.71
742,2025-02-05 04:18:49,4353,Yoruba,French,15.92,179.13,Clear,Classroom,Bright,Text,15,98.51
743,2025-03-01 14:40:27,7098,French,English,2.44,116.57,Noisy,Indoor,Dim,Person,30,67.83
744,2025-01-01 02:07:03,4833,Arabic,English,3.68,142.24,Clear,Classroom,Artificial,Obstacle,14,72.61
745,2025-01-03 09:11:56,1034,Hausa,English,6.25,178.17,Moderate,Office,Artificial,None,12,85.44
746,2025-03-15 09:22:51,9928,English,Igbo,8.38,147.41,Noisy,Street,Bright,Person,47,92.39
747,2025-06-07 12:34:16,6409,Igbo,Yoruba,19.0,113.73,Clear,Indoor,Artificial,Text,35,88.31
748,2025-06-08 10:56:32,3533,Igbo,English,2.18,94.73,Noisy,Office,Dim,Sign,9,79.89
749,2025-04-01 02:51:32,4101,Hausa,French,5.37,84.46,Moderate,Indoor,Dim,Text,37,98.32
750,2025-01-29 18:31:40,4136,Yoruba,Igbo,11.06,104.19,Moderate,Market,Dim,Sign,25,98.49
751,2025-06-07 03:47:14,9684,Igbo,Hausa,12.8,172.87,Clear,Classroom,Dim,Obstacle,22,81.87
752,2025-04-15 13:46:42,1225,Arabic,French,4.43,125.86,Noisy,Outdoor,Bright,Text,7,66.63
753,2025-06-17 09:30:52,1296,Hausa,Yoruba,9.47,100.92,Noisy,Outdoor,Bright,Obstacle,47,86.97
754,2025-01-14 00:54:43,2219,English,Yoruba,3.6,179.5,Clear,Classroom,Artificial,Sign,15,75.67
755,2025-04-19 03:01:39,1483,Yoruba,French,13.52,90.89,Noisy,Office,Dim,Text,8,98.06
756,2025-05-09 23:44:07,6029,French,English,19.9,151.17,Clear,Classroom,Dim,Text,30,80.9
757,2025-03-18 08:01:20,5743,Yoruba,French,5.16,125.9,Noisy,Outdoor,Bright,Obstacle,22,83.74
758,2025-04-25 12:31:38,8513,Igbo,French,2.39,142.23,Clear,Office,Artificial,Person,30,60.57
759,2025-01-08 04:12:59,8787,French,English,16.76,153.21,Noisy,Office,Dim,Obstacle,38,87.93
760,2025-02-22 02:56:10,2789,Hausa,French,8.51,175.29,Noisy,Office,Artificial,Sign,38,90.29
761,2025-03-17 01:28:53,6658,Yoruba,Arabic,4.07,127.69,Clear,Office,Dim,Obstacle,36,72.4
762,2025-05-28 05:17:24,3003,Arabic,Igbo,5.41,125.82,Clear,Outdoor,Dim,Text,21,66.51
763,2025-01-27 12:57:50,7011,English,Igbo,11.74,157.16,Moderate,Classroom,Bright,Obstacle,26,84.12
764,2025-01-15 16:00:11,4964,French,Yoruba,16.87,158.44,Clear,Indoor,Artificial,None,32,97.05
765,2025-06-18 05:04:53,2408,English,Arabic,5.34,143.44,Noisy,Outdoor,Artificial,Text,28,92.32
766,2025-04-18 15:34:27,8811,English,Arabic,4.38,131.47,Clear,Market,Artificial,Person,31,70.15
767,2025-05-28 21:31:36,4500,French,Arabic,5.67,120.28,Noisy,Classroom,Natural,Text,48,86.5
768,2025-06-25 14:18:37,3701,English,French,3.25,108.89,Clear,Classroom,Bright,Text,31,98.19
769,2025-05-12 02:38:50,5877,Igbo,Hausa,10.4,131.27,Clear,Market,Artificial,None,11,74.87
770,2025-03-08 17:37:47,3974,Yoruba,English,8.46,155.43,Moderate,Indoor,Artificial,Text,39,62.31
771,2025-02-06 17:39:26,1854,English,Arabic,9.44,107.55,Clear,Classroom,Dim,None,21,91.5
772,2025-04-23 23:18:27,3341,Hausa,English,5.77,136.41,Noisy,Classroom,Dim,Sign,31,76.62
773,2025-01-06 06:06:26,8187,Arabic,English,17.1,170.22,Clear,Street,Dim,Person,30,96.73
774,2025-05-03 03:06:53,4409,English,Igbo,2.93,130.6,Noisy,Classroom,Bright,Obstacle,15,90.07
775,2025-01-10 01:32:43,3591,French,English,5.35,175.63,Noisy,Office,Dim,Person,26,94.67
776,2025-02-17 01:26:46,5486,Yoruba,English,6.37,175.05,Clear,Classroom,Artificial,Text,9,88.77
777,2025-04-04 01:04:10,3321,Hausa,Yoruba,11.7,122.75,Noisy,Classroom,Artificial,None,16,90.35
778,2025-03-14 07:16:06,2308,Yoruba,Arabic,6.37,115.31,Moderate,Indoor,Dim,Person,11,93.83
779,2025-03-29 00:42:27,5426,Yoruba,French,8.62,156.31,Clear,Classroom,Natural,Sign,27,79.05
780,2025-02-26 15:47:28,7256,English,Arabic,10.45,100.47,Clear,Outdoor,Natural,Text,33,70.21
781,2025-05-12 04:57:55,8155,French,Arabic,6.62,139.38,Noisy,Market,Natural,None,32,85.44
782,2025-03-23 22:03:14,4684,English,Igbo,7.92,109.52,Moderate,Outdoor,Artificial,Obstacle,39,80.28
783,2025-01-29 11:16:51,8751,English,Arabic,8.78,161.09,Noisy,Classroom,Dim,None,44,61.91
784,2025-04-21 20:37:17,6228,Hausa,Arabic,14.81,157.39,Noisy,Street,Artificial,Obstacle,28,86.19
785,2025-02-18 10:03:11,2560,French,Igbo,3.88,167.59,Moderate,Market,Bright,None,27,61.82
786,2025-02-21 15:00:20,6050,Yoruba,French,6.51,173.1,Clear,Office,Bright,Obstacle,35,65.11
787,2025-05-23 14:02:45,5099,French,Yoruba,15.55,80.0,Moderate,Street,Dim,Obstacle,10,62.19
788,2025-04-30 13:11:54,3033,Igbo,French,19.49,102.61,Noisy,Indoor,Artificial,Obstacle,42,60.4
789,2025-06-06 19:41:10,9207,Yoruba,Hausa,9.31,168.27,Moderate,Indoor,Natural,Text,26,89.17
790,2025-06-27 10:16:18,8574,English,French,19.37,102.43,Clear,Outdoor,Bright,None,40,89.68
791,2025-05-31 04:58:47,7090,Hausa,English,17.12,122.26,Moderate,Office,Artificial,Sign,34,73.01
792,2025-06-15 18:21:00,2938,Yoruba,Arabic,14.54,161.68,Clear,Office,Bright,Person,18,65.01
793,2025-02-07 03:36:51,9567,Arabic,Hausa,7.4,179.95,Noisy,Street,Dim,Person,40,99.39
794,2025-06-27 16:00:55,1376,English,Igbo,15.33,119.32,Clear,Classroom,Natural,Sign,25,65.98
795,2025-05-14 20:45:14,9120,Igbo,French,8.23,121.45,Clear,Street,Artificial,None,46,88.37
796,2025-05-28 16:23:03,5470,Arabic,French,4.18,158.06,Noisy,Office,Dim,Text,13,70.75
797,2025-06-26 19:07:30,5944,French,Hausa,12.94,128.19,Noisy,Indoor,Artificial,Sign,21,84.06
798,2025-01-26 04:02:43,1585,English,Arabic,6.63,151.44,Clear,Classroom,Artificial,Person,25,82.4
799,2025-04-11 05:47:38,9965,Hausa,Arabic,15.83,150.85,Moderate,Market,Artificial,Obstacle,40,98.9
800,2025-05-31 18:40:03,1297,French,Arabic,9.53,95.9,Noisy,Outdoor,Artificial,Text,19,88.57
801,2025-05-15 08:54:02,4343,Yoruba,English,9.77,172.1,Moderate,Classroom,Artificial,Sign,27,65.01
802,2025-03-29 07:36:21,1521,French,Hausa,17.16,114.46,Clear,Classroom,Natural,Sign,38,92.28
803,2025-05-30 17:38:31,1140,English,Arabic,4.71,114.53,Clear,Office,Dim,Sign,10,86.61
804,2025-03-04 07:47:42,4710,English,Yoruba,3.99,91.89,Moderate,Indoor,Bright,Person,16,86.84
805,2025-01-14 16:31:33,1317,Igbo,Hausa,9.27,134.93,Clear,Classroom,Dim,Sign,21,75.22
806,2025-06-29 19:12:50,6723,Yoruba,Arabic,4.1,158.62,Moderate,Outdoor,Artificial,Person,8,75.37
807,2025-05-25 05:51:12,6491,Yoruba,English,1.48,163.9,Clear,Indoor,Artificial,Sign,44,91.9
808,2025-02-12 22:42:07,1928,French,Igbo,12.7,164.33,Moderate,Indoor,Bright,Text,8,82.36
809,2025-03-31 06:51:55,2508,Hausa,Arabic,10.52,150.62,Clear,Classroom,Natural,Obstacle,37,98.68
810,2025-05-06 06:26:08,2911,French,English,1.98,130.48,Clear,Classroom,Bright,Person,31,79.29
811,2025-02-02 22:30:41,6585,Hausa,French,3.25,176.15,Moderate,Classroom,Dim,Sign,39,98.1
812,2025-02-22 00:57:37,5939,Yoruba,Igbo,5.31,167.93,Moderate,Street,Natural,Text,29,66.29
813,2025-05-12 17:41:38,8718,Arabic,Hausa,6.89,109.0,Moderate,Classroom,Dim,None,26,86.91
814,2025-01-03 15:34:48,3921,Igbo,French,16.14,105.05,Moderate,Office,Natural,Person,7,94.03
815,2025-05-17 20:16:12,7525,Hausa,French,19.66,142.8,Clear,Office,Dim,Person,20,66.51
816,2025-03-30 01:22:53,4732,French,Igbo,4.55,81.98,Moderate,Classroom,Artificial,Text,15,67.66
817,2025-05-13 22:49:57,2527,French,Hausa,8.82,173.5,Moderate,Outdoor,Bright,Text,9,89.31
818,2025-02-21 21:47:21,3125,Igbo,English,8.69,86.84,Clear,Office,Natural,Text,37,71.43
819,2025-06-07 14:41:15,6864,English,Hausa,9.22,148.54,Clear,Street,Bright,None,9,62.88
820,2025-05-26 05:11:02,3087,English,Arabic,4.9,118.14,Moderate,Outdoor,Natural,Obstacle,37,85.67
821,2025-04-05 23:28:43,4567,English,French,13.76,143.23,Clear,Classroom,Artificial,None,18,91.24
822,2025-04-05 15:35:30,1314,Hausa,Yoruba,15.92,140.11,Moderate,Office,Dim,Text,24,71.11
823,2025-03-24 12:56:12,9906,Igbo,Yoruba,6.25,123.2,Moderate,Market,Artificial,Text,12,62.7
824,2025-01-26 01:57:52,1838,English,Arabic,10.86,97.94,Noisy,Indoor,Natural,Sign,10,81.91
825,2025-01-08 18:43:32,3518,Hausa,Igbo,19.6,135.55,Clear,Street,Natural,None,22,88.18
826,2025-04-07 10:29:31,6950,Yoruba,French,9.03,114.65,Moderate,Street,Bright,Obstacle,16,62.96
827,2025-03-21 08:40:06,2597,Arabic,Hausa,12.5,131.68,Noisy,Street,Dim,Text,39,70.74
828,2025-05-16 00:06:30,4282,French,Hausa,6.46,145.68,Moderate,Office,Natural,Text,26,65.76
829,2025-06-05 16:18:14,9383,Yoruba,French,12.31,97.21,Noisy,Classroom,Bright,Person,42,62.73
830,2025-04-12 19:35:05,1538,French,Arabic,9.18,149.58,Noisy,Office,Natural,Sign,23,84.95
831,2025-05-01 00:06:01,7836,Arabic,Igbo,13.32,106.74,Clear,Office,Bright,Person,38,88.15
832,2025-01-28 01:09:19,4165,French,English,8.09,136.37,Clear,Street,Dim,Person,13,88.27
833,2025-02-07 20:48:38,6317,Arabic,English,12.59,111.29,Moderate,Classroom,Dim,Obstacle,40,69.98
834,2025-04-15 07:22:28,3911,Igbo,English,1.04,97.41,Clear,Office,Dim,Person,23,64.24
835,2025-05-04 17:43:59,4504,English,Yoruba,3.94,174.47,Clear,Indoor,Artificial,Obstacle,26,97.56
836,2025-02-21 10:12:37,8824,English,French,1.13,157.23,Noisy,Office,Artificial,Obstacle,40,88.05
837,2025-03-11 17:24:52,9059,Arabic,Igbo,13.92,120.82,Noisy,Office,Artificial,None,49,83.32
838,2025-06-20 01:26:58,1143,French,Arabic,5.81,125.03,Moderate,Indoor,Bright,Obstacle,5,68.82
839,2025-01-10 22:16:30,7571,English,Arabic,14.79,141.72,Noisy,Office,Dim,Obstacle,36,86.9
840,2025-01-14 11:19:26,4158,Yoruba,Igbo,19.56,90.19,Noisy,Office,Dim,Obstacle,31,77.34
841,2025-01-11 05:43:21,1990,English,Yoruba,2.76,154.84,Moderate,Street,Natural,None,29,77.36
842,2025-04-28 08:08:20,2710,Hausa,Arabic,5.92,123.44,Clear,Classroom,Dim,Sign,13,77.54
843,2025-01-23 17:22:02,1881,Igbo,Hausa,19.93,102.92,Noisy,Outdoor,Bright,Text,47,85.51
844,2025-06-22 16:24:41,3683,Hausa,Yoruba,5.6,151.41,Noisy,Office,Natural,Sign,44,86.16
845,2025-03-13 08:42:33,7080,Hausa,English,16.55,85.0,Clear,Market,Artificial,Obstacle,37,68.58
846,2025-04-19 13:10:58,5285,English,French,6.15,104.76,Clear,Office,Artificial,Sign,44,74.19
847,2025-04-08 16:57:50,9225,English,Yoruba,9.07,101.53,Clear,Market,Dim,Text,37,86.91
848,2025-02-12 13:10:32,4679,Igbo,Yoruba,2.54,175.15,Moderate,Street,Bright,Person,14,95.4
849,2025-04-19 01:14:30,1696,Hausa,Arabic,8.28,129.35,Noisy,Indoor,Bright,None,17,91.47
850,2025-04-03 00:57:44,5401,Yoruba,French,8.55,131.36,Noisy,Market,Dim,Person,31,80.86
851,2025-06-29 10:41:39,5720,Hausa,Yoruba,2.3,117.11,Moderate,Street,Bright,None,13,68.25
852,2025-01-19 23:40:12,3479,English,Igbo,16.19,113.36,Moderate,Office,Dim,None,32,96.61
853,2025-03-28 01:05:35,1487,Hausa,Yoruba,17.34,83.5,Moderate,Outdoor,Bright,None,25,76.45
854,2025-02-05 01:51:27,4530,Arabic,French,17.6,143.8,Moderate,Street,Dim,None,42,77.1
855,2025-01-07 22:11:32,7619,Igbo,Arabic,9.41,144.93,Noisy,Indoor,Artificial,Sign,41,91.36
856,2025-05-18 16:54:26,2928,English,Igbo,8.97,130.01,Moderate,Outdoor,Dim,Sign,15,83.95
857,2025-01-29 23:35:00,6548,French,Hausa,4.82,139.02,Noisy,Office,Natural,Obstacle,11,62.25
858,2025-05-03 16:31:50,5355,English,French,10.33,172.71,Noisy,Street,Dim,Obstacle,19,71.24
859,2025-01-27 05:09:46,4222,Yoruba,English,14.55,81.15,Clear,Market,Dim,Obstacle,5,96.96
860,2025-03-08 20:21:45,6963,Yoruba,Arabic,3.13,131.64,Moderate,Street,Dim,None,14,97.7
861,2025-01-13 02:55:21,3339,Yoruba,Igbo,15.19,152.06,Noisy,Market,Dim,Obstacle,24,77.85
862,2025-06-21 09:20:51,8652,Hausa,English,16.31,80.8,Clear,Office,Bright,Text,16,70.0
863,2025-01-04 07:21:23,7371,Yoruba,French,10.79,133.56,Clear,Street,Natural,None,25,89.7
864,2025-02-28 09:02:37,1318,French,Yoruba,2.46,167.26,Noisy,Market,Bright,Obstacle,49,72.31
865,2025-06-04 22:15:13,6402,French,Igbo,18.36,175.28,Noisy,Indoor,Artificial,Sign,40,85.29
866,2025-03-20 15:18:45,7651,French,Igbo,8.1,107.15,Moderate,Classroom,Natural,Sign,20,95.05
867,2025-05-08 13:57:37,9153,Arabic,French,2.95,119.27,Moderate,Indoor,Natural,None,49,80.13
868,2025-01-31 15:36:53,5032,Yoruba,English,4.68,165.88,Noisy,Office,Artificial,None,46,95.38
869,2025-05-27 07:50:05,4127,Hausa,Arabic,7.55,126.18,Noisy,Outdoor,Natural,None,34,77.57
870,2025-02-21 23:09:28,5658,English,Yoruba,12.6,96.04,Noisy,Outdoor,Artificial,Obstacle,41,76.44
871,2025-06-06 07:12:50,4267,Yoruba,French,14.72,118.48,Noisy,Market,Artificial,None,27,77.18
872,2025-05-26 05:50:40,5698,Yoruba,French,15.07,166.3,Noisy,Market,Bright,Obstacle,41,89.3
873,2025-02-28 19:35:11,2626,Igbo,Hausa,10.78,96.14,Moderate,Market,Bright,Text,37,73.81
874,2025-04-03 18:20:37,8990,English,Hausa,8.87,153.24,Noisy,Market,Bright,None,18,64.86
875,2025-05-10 23:22:11,4862,Yoruba,French,13.06,138.21,Clear,Market,Natural,Obstacle,38,80.77
876,2025-01-03 23:37:37,8885,Yoruba,English,12.55,104.54,Noisy,Indoor,Dim,Sign,23,73.43
877,2025-06-29 21:12:15,9687,Yoruba,English,15.24,137.19,Clear,Indoor,Artificial,Person,47,82.28
878,2025-04-04 18:17:00,9170,English,French,8.9,122.89,Moderate,Street,Natural,Sign,23,87.16
879,2025-03-15 00:05:47,8051,English,Hausa,8.83,155.36,Clear,Indoor,Artificial,Obstacle,33,80.0
880,2025-04-15 11:13:47,8152,French,Hausa,8.83,167.05,Moderate,Indoor,Dim,Person,38,60.89
881,2025-02-20 08:10:44,9130,French,Yoruba,18.96,149.66,Clear,Street,Bright,Sign,33,77.56
882,2025-05-12 22:30:12,5619,Yoruba,English,19.63,131.23,Clear,Classroom,Artificial,Text,17,75.67
883,2025-03-25 21:38:32,2534,English,Hausa,18.02,100.43,Clear,Outdoor,Natural,Obstacle,43,76.77
884,2025-03-05 22:48:27,6426,Igbo,Yoruba,1.34,159.28,Noisy,Street,Bright,Text,29,86.93
885,2025-03-15 15:00:21,2423,Yoruba,Hausa,8.75,168.56,Moderate,Classroom,Bright,Person,47,87.55
886,2025-04-08 08:27:54,6642,Hausa,Igbo,5.81,81.0,Moderate,Street,Bright,Person,32,87.89
887,2025-04-03 04:22:15,3913,English,Yoruba,15.3,126.51,Clear,Outdoor,Dim,Text,26,93.73
888,2025-06-15 14:44:55,8973,Igbo,Arabic,10.22,113.36,Clear,Market,Bright,Person,45,81.26
889,2025-01-22 12:25:57,3219,Hausa,Yoruba,10.7,162.06,Noisy,Outdoor,Bright,None,45,95.3
890,2025-04-20 18:29:31,9349,Yoruba,Igbo,9.86,87.57,Clear,Classroom,Dim,None,34,85.91
891,2025-02-19 00:29:58,1257,Arabic,Yoruba,1.29,108.09,Noisy,Street,Artificial,Person,6,62.68
892,2025-03-16 02:00:16,3554,Yoruba,Arabic,17.67,118.94,Moderate,Street,Bright,Text,44,98.72
893,2025-04-28 23:03:00,4722,Arabic,French,2.26,144.83,Moderate,Market,Artificial,Sign,49,78.02
894,2025-06-13 13:00:20,9798,Igbo,Arabic,10.75,178.92,Clear,Office,Bright,Text,24,99.89
895,2025-01-04 18:24:43,6498,Arabic,English,11.62,112.12,Moderate,Classroom,Artificial,Person,23,62.8
896,2025-01-31 16:56:19,9230,Hausa,English,14.86,140.84,Moderate,Market,Artificial,Sign,8,78.57
897,2025-06-29 12:19:00,7531,Arabic,Hausa,14.73,145.67,Clear,Classroom,Natural,Sign,47,97.17
898,2025-05-11 00:45:46,2990,French,Hausa,8.21,163.14,Noisy,Classroom,Bright,None,13,60.21
899,2025-02-01 01:38:34,4541,Arabic,English,16.29,157.28,Noisy,Outdoor,Artificial,None,19,61.95
900,2025-05-26 23:14:38,1680,Yoruba,French,12.04,122.61,Clear,Street,Natural,Sign,41,80.84
901,2025-05-25 01:55:26,7294,English,Hausa,7.65,147.75,Clear,Street,Natural,Text,21,60.59
902,2025-03-31 21:48:17,7746,English,Arabic,4.94,151.32,Moderate,Classroom,Dim,Person,11,86.5
903,2025-01-08 14:02:04,1268,Hausa,Yoruba,7.59,119.08,Moderate,Street,Artificial,Text,21,70.33
904,2025-05-12 16:20:02,4458,English,French,12.5,123.32,Moderate,Classroom,Dim,Text,30,95.57
905,2025-04-09 14:43:50,1779,Arabic,Igbo,12.0,143.24,Clear,Indoor,Dim,Text,46,72.28
906,2025-02-01 21:50:55,3414,English,Igbo,8.88,151.28,Clear,Street,Bright,Sign,20,68.09
907,2025-06-16 22:52:37,3961,Hausa,Igbo,6.96,104.15,Noisy,Indoor,Natural,Sign,6,76.99
908,2025-06-25 03:12:05,8497,French,English,18.25,130.71,Clear,Classroom,Dim,Person,19,82.32
909,2025-02-21 07:56:54,3551,Hausa,English,12.11,93.37,Clear,Outdoor,Dim,Sign,30,78.03
910,2025-02-16 22:29:39,8390,Igbo,Arabic,19.21,123.11,Moderate,Market,Natural,Person,42,81.33
911,2025-06-28 05:34:59,8363,Arabic,Yoruba,13.1,154.82,Clear,Office,Natural,Text,5,81.15
912,2025-04-18 20:43:29,2565,French,Igbo,16.69,126.31,Clear,Market,Natural,Person,17,86.19
913,2025-03-09 02:46:34,4883,English,Arabic,16.65,86.31,Clear,Office,Artificial,Sign,19,92.87
914,2025-02-11 19:13:57,2740,Igbo,Arabic,9.77,178.33,Moderate,Street,Dim,None,28,63.54
915,2025-01-13 12:36:01,8555,Yoruba,French,14.28,116.83,Noisy,Market,Natural,Person,32,68.69
916,2025-03-31 22:07:12,3224,Igbo,Arabic,9.82,106.4,Moderate,Market,Natural,Sign,25,95.54
917,2025-06-20 02:57:42,4581,French,English,16.66,143.0,Clear,Classroom,Bright,Person,10,77.16
918,2025-04-29 18:05:10,7136,Arabic,English,4.82,131.42,Clear,Market,Dim,None,33,77.46
919,2025-06-17 04:00:47,7232,Hausa,French,13.67,89.43,Noisy,Outdoor,Natural,Text,12,69.96
920,2025-04-02 01:47:20,1487,English,Arabic,11.96,86.73,Moderate,Classroom,Natural,Person,31,99.96
921,2025-06-21 10:56:40,3832,Yoruba,Igbo,7.21,154.82,Moderate,Indoor,Dim,Sign,36,86.97
922,2025-03-04 22:38:23,9422,Hausa,Yoruba,1.11,126.58,Clear,Classroom,Artificial,Text,35,61.61
923,2025-05-05 03:36:47,3203,Arabic,Igbo,8.81,93.01,Moderate,Outdoor,Natural,None,15,74.42
924,2025-04-11 11:56:52,4624,English,Hausa,15.89,136.62,Moderate,Street,Bright,Obstacle,39,60.63
925,2025-03-22 16:27:29,7594,English,Arabic,1.33,171.66,Noisy,Outdoor,Natural,Text,36,72.36
926,2025-03-20 05:18:23,7984,French,Arabic,3.52,131.16,Noisy,Market,Dim,Person,39,97.54
927,2025-03-30 04:42:20,9855,Igbo,Arabic,8.88,120.23,Moderate,Office,Artificial,Sign,23,83.24
928,2025-02-03 22:42:56,1093,English,Yoruba,19.82,155.67,Moderate,Indoor,Dim,Sign,47,87.05
929,2025-04-14 15:00:33,6348,English,Yoruba,3.63,137.88,Noisy,Outdoor,Dim,None,23,94.74
930,2025-05-22 19:47:13,9045,Hausa,Arabic,8.2,117.15,Clear,Office,Artificial,Obstacle,32,81.11
931,2025-05-15 13:31:37,1860,Igbo,Hausa,5.02,179.56,Noisy,Market,Artificial,Obstacle,16,79.77
932,2025-06-20 19:59:58,7281,French,Arabic,17.36,126.12,Noisy,Office,Artificial,Text,42,83.73
933,2025-03-01 20:01:42,8789,Igbo,English,2.01,125.48,Moderate,Indoor,Bright,Text,22,74.5
934,2025-04-05 18:30:20,8261,English,French,17.41,91.01,Clear,Market,Bright,Person,15,66.69
935,2025-03-31 16:46:53,7099,Arabic,French,10.51,149.09,Moderate,Indoor,Natural,Obstacle,29,85.95
936,2025-02-05 08:42:50,3652,Igbo,Arabic,6.23,95.62,Moderate,Street,Bright,Sign,11,83.97
937,2025-06-16 11:20:09,9409,Arabic,Igbo,4.41,150.51,Clear,Classroom,Artificial,Sign,26,83.19
938,2025-06-25 23:35:43,8706,Igbo,Hausa,9.61,174.87,Clear,Office,Artificial,Sign,24,87.42
939,2025-04-01 21:01:12,9669,Arabic,Igbo,1.47,97.14,Noisy,Outdoor,Natural,None,19,93.53
940,2025-04-04 17:39:22,9882,French,English,16.25,176.09,Noisy,Classroom,Bright,Person,7,85.56
941,2025-04-30 07:38:43,5957,Yoruba,English,19.12,168.16,Moderate,Classroom,Bright,Person,6,82.9
942,2025-02-02 03:47:06,6837,French,English,6.26,172.13,Moderate,Outdoor,Dim,None,30,89.62
943,2025-02-21 16:48:27,3452,English,Igbo,2.8,139.41,Moderate,Street,Bright,Obstacle,24,61.27
944,2025-03-21 11:29:23,5214,French,English,9.04,88.46,Clear,Market,Artificial,Sign,24,95.24
945,2025-02-19 02:54:38,7948,Arabic,English,17.78,145.9,Noisy,Outdoor,Artificial,Person,11,80.06
946,2025-01-08 21:53:41,9135,Igbo,Arabic,19.55,148.35,Moderate,Indoor,Bright,Sign,31,89.5
947,2025-02-02 13:41:56,5136,Igbo,Hausa,6.44,160.26,Moderate,Outdoor,Bright,None,39,68.02
948,2025-06-22 04:32:17,2721,French,Hausa,5.11,149.12,Moderate,Outdoor,Natural,Sign,35,98.94
949,2025-03-10 04:13:29,4249,French,Hausa,9.84,164.74,Noisy,Classroom,Natural,None,34,65.12
950,2025-03-06 02:14:12,2175,Arabic,English,7.6,123.54,Noisy,Indoor,Bright,Obstacle,16,92.68
951,2025-03-01 09:49:56,6145,Yoruba,Arabic,17.2,173.8,Noisy,Outdoor,Artificial,None,23,82.08
952,2025-01-04 07:31:34,1864,English,Hausa,16.0,121.62,Noisy,Office,Artificial,None,38,79.0
953,2025-06-18 07:53:23,9244,Igbo,Hausa,2.05,174.24,Noisy,Indoor,Natural,Obstacle,36,66.7
954,2025-01-01 11:20:28,6672,English,French,3.8,177.31,Clear,Market,Dim,Text,44,64.58
955,2025-01-12 02:22:42,1081,Hausa,Igbo,1.17,95.56,Noisy,Street,Natural,Text,15,73.05
956,2025-01-19 20:50:55,3630,Hausa,Igbo,6.69,103.25,Clear,Market,Natural,Sign,14,70.26
957,2025-03-18 09:09:52,6891,Yoruba,Arabic,7.75,147.4,Moderate,Street,Dim,None,36,99.01
958,2025-03-12 12:53:59,9247,Igbo,French,4.23,169.82,Noisy,Office,Dim,None,22,73.71
959,2025-04-24 13:40:00,1719,Yoruba,Igbo,17.43,95.49,Moderate,Classroom,Natural,Person,27,63.94
960,2025-05-24 00:34:13,3698,Hausa,Arabic,16.76,150.67,Moderate,Classroom,Natural,Text,36,66.24
961,2025-04-06 16:14:51,3198,Arabic,Yoruba,10.09,158.06,Clear,Indoor,Artificial,Person,28,84.96
962,2025-06-23 17:46:10,2756,Hausa,Igbo,6.2,128.78,Clear,Classroom,Bright,Text,21,77.67
963,2025-01-01 03:01:34,4725,Arabic,French,19.7,119.57,Clear,Indoor,Artificial,None,46,71.28
964,2025-02-09 23:16:37,8752,French,Igbo,7.91,99.07,Clear,Market,Natural,Obstacle,29,82.97
965,2025-05-19 09:03:17,6943,Arabic,Igbo,13.68,157.7,Moderate,Market,Artificial,Obstacle,19,67.97
966,2025-01-29 01:23:12,2248,Igbo,Yoruba,1.85,92.64,Clear,Indoor,Natural,None,17,99.58
967,2025-02-19 08:10:59,9160,English,French,17.9,117.15,Clear,Outdoor,Dim,Person,31,80.91
968,2025-02-11 10:32:42,7383,Yoruba,Arabic,9.95,145.61,Moderate,Outdoor,Bright,Obstacle,16,79.33
969,2025-04-08 13:09:03,6550,Yoruba,Hausa,16.93,116.14,Moderate,Outdoor,Natural,Person,39,91.99
970,2025-05-08 18:49:49,2416,Hausa,French,3.34,149.85,Moderate,Market,Bright,Text,29,80.55
971,2025-03-28 18:20:36,2268,French,Igbo,18.16,168.99,Noisy,Street,Natural,Text,41,80.41
972,2025-04-05 15:44:05,2208,English,Yoruba,14.99,131.29,Moderate,Indoor,Dim,Sign,18,85.79
973,2025-03-15 21:52:27,3671,Arabic,Yoruba,5.37,135.27,Clear,Classroom,Dim,Text,29,89.66
974,2025-06-08 13:10:35,6473,French,Arabic,6.31,93.17,Moderate,Outdoor,Artificial,Obstacle,32,66.61
975,2025-02-17 16:29:03,8526,English,Arabic,17.23,129.08,Moderate,Market,Bright,Person,38,96.13
976,2025-05-02 11:25:28,1420,French,Igbo,12.47,137.66,Noisy,Market,Natural,Sign,12,74.85
977,2025-06-25 11:40:40,6561,Hausa,Igbo,15.93,105.28,Clear,Office,Natural,Text,14,74.7
